"id","pmid","nam","des","syn","mol","form","iup","smi","pdb","kegg","hmdb","mp","ws","db","rec","ref"
"20478","643658","Guggulsterone","Guggulsterone is an ingredient in many nutritional supplements. ","(8XI;9xi;14xi;17E)-20-methoxypregna-4;17-diene-3;16-dione;20-Methoxy-4;17(20)e-pregnadiene-3;16-dione;4;17(20)-Pregnadiene-3;16-dione;Guggulsterone-m;(8XI;9xi;14xi;17E)-20-methoxypregna-4;17-diene-3;1","342.4718","C22H30O3","(1R;2R;10S;11S;14E;15S)-14-(1-methoxyethylidene)-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-6-ene-5;13-dione","[H][C@@]12CC(=O)C(=C(/C)OC)[C@@]1(C)CC[C@]1([H])[C@]2([H])CCC2=CC(=O)CC[C@]12C","NA","NA","HMDB0002726","NA","13.75 mg/L at 25 °C","NA","NA","HMDB"
"20479","5280880","Prostaglandin A2","Produced by the seminal vesicles; prostaglandins are a group of lipid compounds that are derived enzymatically from fatty acids. Technically hormones; the prostanoid class of fatty acid derivatives is a subclass of eicosanoids. ","(15S)-PGA2;(15S)-Prostaglandin a2;5;6-cis-PGA2;Medullin;PGA2;7-[2-(3-Hydroxy-1-octenyl)-5-oxo-3-cyclopenten-1-yl]-5-heptenoic acid;(5Z;13E;15S)-15-Hydroxy-9-oxoprosta-5;10;13-trien-1-Oic acid;(+)-Pros","334.4498","C20H30O4","(5Z)-7-[(1R;2S)-2-[(1E;3S)-3-hydroxyoct-1-en-1-yl]-5-oxocyclopent-3-en-1-yl]hept-5-enoic acid","CCCCC[C@H](O)C=C[C@H]1C=CC(=O)[C@@H]1CC=C/CCCC(O)=O","NA","C05953","HMDB0002752","NA","NA","NA","P70263;  P43115","HMDB"
"20480","119207","Testosterone sulfate","Testosterone is a predominantly male hormone; though females do produce certain amounts of it. The primary female hormone is estrogen and males also produce certain amounts of this hormone. ","Testosterone-17beta-sulfate;Testosterone-17b-sulfate;Testosterone-17b-sulfuric acid;Testosterone-17b-sulphate;Testosterone-17b-sulphuric acid;Testosterone-17beta-sulfuric acid;Testosterone-17beta-sulp","368.488","C19H28O5S","[(1S;2R;10R;11S;14S;15S)-2;15-dimethyl-5-oxotetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-6-en-14-yl]oxidanesulfonic acid","[H][C@@]12CC[C@H](OS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","NA","NA","HMDB0002833","155","NA","NA","NA","HMDB"
"20481","10286365","11-Hydroxyandrosterone","11-Hydroxyandrosterone belongs to the class of organic compounds known as androgens and derivatives. These are 3-hydroxylated C19 steroid hormones. They are known to favor the development of masculine characteristics. ","11beta-Hydroxyandrosterone;11b-Hydroxyandrosterone;11Β-hydroxyandrosterone;11-beta-Hydroxyandrosterone;11-Hydroxy-androsterone;11-Hydroxyetiocholanolone;11beta-Hydroxy-androsterone;11 beta-Hydroxyandr","306.4397","C19H30O3","(1S;2S;5R;7S;10S;11S;15S;17S)-5;17-dihydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecan-14-one","[H][C@@]12CCC(=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C","NA","C14606","HMDB0002984","NA","251.1 mg/L at 25 °C","NA","NA","HMDB"
"20482","122196","Triiodothyronine sulfate","Triiodothyronine sulfate (T3S); also known as 3;5;3‘-triiodothyronine sulfate; is the sulfated conjugate of the thyroid hormone triiodothyronine (T3). T3; along with thyroxine (T4) are tyrosine-based hormones that are primarily responsible for regulation of metabolism.","(2S)-2-Amino-3-{3;5-diiodo-4-[3-iodo-4-(sulfooxy)phenoxy]phenyl}propanoic acid;Triiodothyronine sulfuric ester;(2S)-2-Amino-3-{3;5-diiodo-4-[3-iodo-4-(sulfooxy)phenoxy]phenyl}propanoate;(2S)-2-Amino-3","731.037","C15H12I3NO7S","(2S)-2-amino-3-{3;5-diiodo-4-[3-iodo-4-(sulfooxy)phenoxy]phenyl}propanoic acid","N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(OS(O)(=O)=O)C=C2)C(I)=C1)C(O)=O","NA","NA","HMDB0003036","NA","NA","NA","NA","HMDB"
"20483","8956","20alpha-Dihydroprogesterone","20alpha-Dihydroprogesterone is a biologically active 20-alpha-reduced metabolite of progesterone. It is converted from progesterone to 20-alpha-hydroxypregn-4-en-3-one by the 20-alpha-hydroxysteroid dehydrogenase in the corpus luteum and the placenta. ","(20S)-Hydroxypregn-4-en-3-one;(S)-20-Hydroxypregn-4-en-3-one;20alpha-Hydroxy-4-pregnen-3-one;20alpha-Hydroxypregn-4-en-3-one;20alpha-Hydroxyprogesterone;Dihydroprogesterone;20a-Hydroxy-4-pregnen-3-one","316.4776","C21H32O2","(1S;2R;10S;11S;14S;15S)-14-[(1S)-1-hydroxyethyl]-2;15-dimethyltetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-6-en-5-one","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)O","NA","C04042","HMDB0003069","126","NA","NA","NA","HMDB"
"20484","NA","Withanolide","Withanolides; which are extracted from Withania somnifera; are employed in the treatment of arthritis and are known to be potent inhibitors of angiogenesis; inflammation and oxidative stress. Withanolides can indeed inhibit the activation of NF-κB and NF-κB-regulated gene expression; which could exp","(4beta;5beta;6beta;22R)-5;6-Epoxy-4;20;22-trihydroxy-1-oxoergosta-2;24-dien-26-Oate;(4beta;5beta;6beta;22R)-5;6-Epoxy-4;20;22-trihydroxy-1-oxoergosta-2;24-dien-26-Oic acid;(4beta;5beta;6beta;22R)-5;6-","470.5977","C28H38O6","(1S;2R;6S;9R;11S;12S;15S;16S)-15-[(1R)-1-[(2R)-4;5-dimethyl-6-oxo-3;6-dihydro-2H-pyran-2-yl]-1-hydroxyethyl]-6-hydroxy-2;16-dimethyl-8-oxapentacyclo[9.7.0.0²;⁷.0⁷;⁹.0¹²;¹⁶]octadec-4-en-3-one","[H][C@@]12C[C@@]3([H])[C@]4([H])CC[C@]([H])([C@@](C)(O)[C@@]5([H])CC(C)=C(C)C(=O)O5)[C@@]4(C)CC[C@]3([H])[C@@]3(C)C(=O)C=C[C@H](O)C13O2","NA","NA","HMDB0003218","NA","NA","NA","NA","HMDB"
"20485","13472","Boldione","Boldione is a direct precursor (prohormone) to the anabolic steroid boldenone (1;4-androstadiene-17beta-ol-3-one). It is advertised as a highly anabolic/androgenic compound promoting muscularity; enhancing strength and overall physical performance; and is available on the Internet and in health stor","1;4-Androstadiene-3;17-dione;1-Dehydroandrostenedione;ADD;ADT;Androstadienedione;Androst-1;4-diene-3;17-dione;Boldione;Androsta-1;4-diene-3; 17-dione;Androsta-1;4-diene-3;17-dione;Androstane-1;4-diene","284.3927","C19H24O2","(1S;2R;10R;11S;15S)-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadeca-3;6-diene-5;14-dione","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","NA","C20144","HMDB0003422","NA","NA","NA","NA","HMDB"
"20486","111329","CE(5:0)","Cholesteryl pentanoate is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes of all body tissues; and transported in the blood plas","(3b)-Cholest-5-en-3-ol pentanoate;(3b)-Cholest-5-en-3-ol pentanoic acid;5-Cholesten-3b-ol valerate;Cholest-5-en-3b-ol valerate;Cholesterol pentanoate;Cholesterol pentanoic acid;Cholesterol valerate;Ch","470.77","C32H54O2","(1S;2R;5S;10S;11S;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl pentanoate","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCC)[C@H](C)CCCC(C)C","NA","C02530","HMDB0003442","NA","2.9e-07 mg/L at 25 °C","NA","NA","HMDB"
"20487","439479","3a;7a;12a-Trihydroxy-5b-cholestan-26-al","3alpha;7alpha;12alpha-Trihydroxy-5beta-cholestan-26-al is an intermediate in bile acid biosynthesis. Bile acids are steroid acids found predominantly in the bile of mammals. The distinction between different bile acids is minute; depending only on the presence or absence of hydroxyl groups on positi","(3alpha;5beta;7alpha;12alpha)-3;7;12-Trihydroxycholestan-26-al;3;7;12-Trihydroxycholestan-26-al;(3a;5b;7a;12a)-3;7;12-Trihydroxycholestan-26-al;(3Α;5β;7α;12α)-3;7;12-trihydroxycholestan-26-al;(6R)-2-M","434.6517","C27H46O4","(6R)-2-methyl-6-[(1S;2S;5R;7S;9R;10R;11S;14R;15R;16S)-5;9;16-trihydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecan-14-yl]heptanal","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCCC(C)C=O","NA","C01301","HMDB0003533","NA","NA","NA","NA","HMDB"
"20488","4225619","CE(10:0)","Cholesteryl decanoate is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes of all body tissues; and transported in the blood plasm","3b-(Decanoyloxy)-5-cholestene;5-Cholesten-3b-ol caprate;Cholest-5-en-3b-ol caprate;Cholesterol 3-decanoate;Cholesterol 3-decanoic acid;Cholesterol caprate;Cholesterol decanoate;Cholesterol decanoic ac","540.9029","C37H64O2","2;15-dimethyl-14-(6-methylheptan-2-yl)tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl decanoate","CCCCCCCCCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCCC(C)C","NA","C02530","HMDB0003603","79","NA","NA","NA","HMDB"
"20489","92810","5a-Pregnane-3;20-dione","5a-Pregnane-3;20-dione; also known as 5alpha-dihydroprogesterone or 3;20-allopregnanedione; belongs to the class of organic compounds known as gluco/mineralocorticoids; progestogins and derivatives. These are steroids with a structure based on a hydroxylated prostane moiety. ","3;20-Allopregnanedione;3;20-Dioxo-5alpha-pregnane;5-alpha-Dihydroprogesterone;5alpha-Dihydroprogesterone;3;20-Dioxo-5a-pregnane;3;20-Dioxo-5α-pregnane;5-a-Dihydroprogesterone;5-Α-dihydroprogesterone;5","316.4776","C21H32O2","(1S;2S;7S;10R;11S;14S;15S)-14-acetyl-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecan-5-one","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C","NA","C03681","HMDB0003759","200","NA","NA","NA","HMDB"
"20490","440114","Etiocholanedione","Etiocholanedione is a 5-beta metabolite product of the catabolism of androgens. Etiocholanedione has been identified as a ketosteroid and isolated from the urine of healthy and diseased persons.","Etiocholane-3;17-dione;Etiocholanedione;(5b)-Androstane-3;17-dione;5b-Androstane-3;17-dione;5b-Androstanedione;5beta-Androstane-3;17-dione;Etiochola-3;17-dione;Etiocholane-3;17-dione;Etiocholanedione;","288.4244","C19H28O2","(1S;2S;7R;10R;11S;15S)-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecane-5;14-dione","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C","NA","C03772","HMDB0003769","NA","NA","NA","NA","HMDB"
"20491","10634","5-Androstenediol","5-Androstenediol is a direct metabolite of the most abundant steroid produced by the human adrenal cortex; dehydroepiandrosterone (DHEA). 5-Androstenediol is less androgenic than 4-androstenediol; and stimulates the immune system. ","(3beta;17beta)-Androst-5-ene-3;17-diol;3beta;17beta-Dihydroxy-5-androstene;3beta;17beta-Dihydroxyandrost-5-ene;5-Androstenediol;Androst-5-en-3beta;17beta-diol;Androst-5-enediol;Hermaphrodiol;Androst-5","290.4403","C19H30O2","(1S;2R;5S;10R;11S;14S;15S)-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-ene-5;14-diol","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","NA","C04295","HMDB0003818","NA","NA","NA","NA","HMDB"
"20492","2723897","Cholesteryl acetate","Cholesteryl acetate is a normal human cholesteryl ester present in diverse fluids and organs. Cholesteryl acetate is also present in foods. Food oxidation affects the quality and safety of the human diet by generating compounds with biological activities that can adversely affect health.","(-)-Cholesteryl acetate;(3beta)-Cholest-5-en-3-ol acetate;3-Cholesteryl acetate;3beta-Acetoxycholest-5-ene;5-Cholesten-3beta-ol acetate;Cholest-5-en-3beta-ol acetate;Cholest-5-en-3beta-yl acetate;Chol","428.701","C29H48O2","(1S;2R;5S;10S;11S;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-7-en-5-yl acetate","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(C)=O)[C@H](C)CCCC(C)C","NA","NA","HMDB0003822","NA","9.7e-06 mg/L at 25 °C","NA","NA","HMDB"
"20493","440558","7-Dehydrodesmosterol","7-Dehydrodesmosterol is a sterol intermediate in the biosynthesis of steroids. 7-Dehydrodesmosterol is a substrate of the enzyme 24-dehydrocholesterol reductase (EC:1.3.1.72); an important enzyme in the biosynthesis of Cholesterol. ","24-Dehydroprovitamin D3;Cholesta-5;7;24-trien-3beta-ol;Cholesta-5;7;24-triene-3beta-ol;Cholesta-5;7;24-trien-3b-ol;Cholesta-5;7;24-trien-3β-ol;Cholesta-5;7;24-triene-3b-ol;Cholesta-5;7;24-triene-3β-ol","382.6218","C27H42O","(1S;2R;5S;11R;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylhept-5-en-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadeca-7;9-dien-5-ol","[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC=C(C)C","NA","C05107","HMDB0003896","NA","NA","NA","NA","HMDB"
"20494","252379","19-Hydroxyandrost-4-ene-3;17-dione","19-Hydroxyandrost-4-ene-3;17-dione; also known as 19-HAED; belongs to the class of organic compounds known as androgens and derivatives. These are 3-hydroxylated C19 steroid hormones. They are known to favor the development of masculine characteristics. ","19-Hydroxyandrostenedione;19-Hydroxy-4-androstene-3;17-dione;19-Hydroxy-4-androstene-3;17-dione; 18O-labeled;19-HAED;19-Hydroxyandrostenedione;19-Hydroxy-4-androstene-3;17-dione;19-Hydroxy-4-androsten","302.4079","C19H26O3","(1S;2S;10R;11S;15S)-2-(hydroxymethyl)-15-methyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-6-ene-5;14-dione","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12CO","NA","C05290","HMDB0003955","NA","NA","NA","NA","HMDB"
"20495","53477776","7a-Hydroxytestosterone","4-Hydroxytestosterone is the 17-hydroxylated analog to formestane. It is commercially available on the internet as anabolic steroid for oral self-administration and does not have any therapeutic indication. ","(17beta)-4;17-Dihydroxy-androst-4-en-3-one;(3b;17a)-Androst-5-ene-3;17-diol;3b;17a-Dihydroxyandrost-5-ene;4;17beta-Dihydroxy-4-androstene-3-one;4-Androstene-7alpha-17beta-diol-3-one;4-OHT;7alpha-Hydro","304.4238","C19H28O3","(2R;14S;15S)-6;14-dihydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-6-en-5-one","C[C@]12CCC3C(CCC4=C(O)C(=O)CC[C@]34C)C1CC[C@@H]2O","NA","C05291","HMDB0003956","155","NA","NA","NA","HMDB"
"20496","5326793","3b;5a;6b-Cholestanetriol","3b;5a;6b-Cholestanetriol; also known as cholestane-3-b;5-a;6-b-triol; belongs to the class of organic compounds known as cholesterols and derivatives. Cholesterols and derivatives are compounds containing a 3-hydroxylated cholestane core. ","3beta;5alpha;6beta-Cholestanetriol;3beta;5alpha;6beta-Trihydroxycholestane;Cholestane-3-beta;5-alpha;6-beta-triol;Cholestane-3beta-5alpha;6beta-triol;3Β;5α;6β-cholestanetriol;3b;5a;6b-Trihydroxycholes","420.6682","C27H48O3","(1S;2R;5S;7R;8R;10S;11S;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecane-5;7;8-triol","[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@@H](O)[C@@]2(O)C[C@@H](O)CC[C@]12C","NA","C05425","HMDB0003990","NA","NA","NA","NA","HMDB"
"20497","247020","21-Hydroxypregnenolone","21-hydroxypregnenolone is an essential intermediate in corticosterone synthesis. The hydrolysis of 21-hydroxypregnenolone of fetal origin by steryl-sulfatase (SOS; EC 3.1.6.2); may be important in the biosynthesis of deoxycorticosterone","(3beta)-3;21-Dihydroxypregn-5-en-20-one;(3b)-3;21-Dihydroxypregn-5-en-20-one;(3Β)-3;21-dihydroxypregn-5-en-20-one;(3b)-3;21-Dihydroxy-pregn-5-en-20-one;3b;21-Dihydroxy-5-pregnen-20-one;3b;21-Dihydroxy","332.477","C21H32O3","2-hydroxy-1-[(1S;2R;5S;10S;11S;14S;15S)-5-hydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-14-yl]ethan-1-one","[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","NA","C05485","HMDB0004026","NA","NA","NA","NA","HMDB"
"20498","222803","21-Deoxycortisol","Plasma 21-deoxycortisol (21DF) is an excellent marker of 21-hydroxylase deficiency. Currently; it is the only marker able to detect heterozygous carriers with 21-hydroxylase deficiency after Adrenocorticotropic Hormone (ACTH) stimulation. ","11b;17-Dihydroxy-pregn-4-ene-3;20-dione;11b;17-Dihydroxy-progesterone;11b;17a-Dihydroxypregn-4-ene-3;20-dione;11b;17a-Dihydroxyprogesterone;21-Dehydrohydrocortisone;21-Deoxyhydrocortisone;21-Desoxycor","346.4605","C21H30O4","(1S;2R;10S;11S;14R;15S;17R)-14-acetyl-14;17-dihydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-6-en-5-one","[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","NA","C05497","HMDB0004030","NA","NA","NA","NA","HMDB"
"20499","101788","11beta-Hydroxyprogesterone","11beta-Hydroxyprogesterone is a normal human metabolite. Plasma 11beta-Hydroxyprogesterone concentrations does not vary significantly as a function of age; sex; or phase of the menstrual cycle; in contrast to 17-hydroxyprogesterone. ","(11beta)-11-Hydroxypregn-4-ene-3;20-dione;21-Deoxycorticosterone;(11b)-11-Hydroxypregn-4-ene-3;20-dione;(11Β)-11-hydroxypregn-4-ene-3;20-dione;11b-Hydroxyprogesterone;11Β-hydroxyprogesterone;Pregn-4-e","330.4611","C21H30O3","(1S;2R;10S;11S;14S;15S;17S)-14-acetyl-17-hydroxy-2;15-dimethyltetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-6-en-5-one","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","NA","C05498","HMDB0004031","NA","NA","NA","NA","HMDB"
"20500","167685","22b-Hydroxycholesterol","22b-Hydroxycholesterol; also known as cholest-5-en-3b;22R-diol or 22(R)OH cholesterol; belongs to the class of organic compounds known as dihydroxy bile acids; alcohols and derivatives. Dihydroxy bile acids; alcohols and derivatives are compounds containing or derived from a bile acid or alcohol; an","(3beta;22R)-Cholest-5-ene-3;22-diol;22beta-Hydroxycholesterol;22R-Hydroxycholesterol;Cholest-5-en-3beta;22R-diol;(22R)-22-Hydroxycholesterol;(3b;22R)-Cholest-5-ene-3;22-diol;(3Β;22R)-cholest-5-ene-3;2","402.6529","C27H46O2","(1S;2R;5S;10S;11S;14R;15S)-14-[(2S;3R)-3-hydroxy-6-methylheptan-2-yl]-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-ol","[H][C@@]12CC[C@H]([C@H](C)[C@H](O)CCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","NA","C05502","HMDB0004035","NA","NA","NA","NA","HMDB"
"20501","65517","7a-Hydroxydehydroepiandrosterone","7a-Hydroxydehydroepiandrosterone is a major metabolite of dehydroepiandrosterone (DHEA); which is is 7alpha-hydroxylated by the cytochrome P450 7B1 (EC 1.14.13.100; 25-hydroxycholesterol 7alpha-hydroxylase; CYP7B1) in the human brain and liver microsomes.","(3beta;7alpha)-3;7-Dihydroxyandrost-5-en-17-one;3beta;7alpha-Dihydroxy-5-androstene-17-one;3beta;7alpha-Dihydroxyandrost-5-en-17-one;7alpha-Hydroxy-dhea;7alpha-OH-DHEA;(3b;7a)-3;7-Dihydroxyandrost-5-e","304.4238","C19H28O3","(1S;2R;5S;9S;10R;11S;15S)-5;9-dihydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-14-one","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](O)C=C2C[C@@H](O)CC[C@]12C","NA","C18045","HMDB0004611","182","NA","NA","NA","HMDB"
"20502","17150","Formebolone","Formebolone is a synthetic anabolic steroid. It is suspected of misuse in sports and therefore tested for in regular screening of athletes. The desire to artificially enhance physical performance in order to increase the chances to win in sports competition is supposedly as old as mankind itself. ","(11a;17b)-11;17-Dihydroxy-17-methyl-3-oxo-androsta-1;4-diene-2-carboxaldehyde;11a;17b-Dihydroxy-17-methyl-3-oxo-androsta-1;4-diene-2-carboxaldehyde;11a;17b-Dihydroxy-17-methyl-3-oxoandrosta-1;4-diene-","344.4446","C21H28O4","(1S;2R;10S;11S;14S;15S;17R)-14;17-dihydroxy-2;14;15-trimethyl-5-oxotetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadeca-3;6-diene-4-carbaldehyde","[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C(C=O)=C[C@]12C","NA","NA","HMDB0004631","209","NA","NA","NA","HMDB"
"20503","444036","Fluticasone propionate","Fluticasone propionate; a medium-potency synthetic corticosteroid; is used topically to relieve inflammatory and pruritic symptoms of dermatoses and psoriasis; intranasally to manage symptoms of allergic and non-allergic rhinitis; and orally for the treatment of asthma. ","Cutivate;Flonase;Flovent;Cutivic acid;Fluticasone propionic acid;Flovent diskus 250;Flovent diskus 50;CCI-18781cutivATE;Flovent diskus 100;Flovent hfa;FLUTICASONE;CCI 18781;CCI-18781cutivic acid;Asmat","500.571","C25H31F3O5S","(1R;2S;8S;10S;11S;13R;14R;15S;17S)-1;8-difluoro-14-{[(fluoromethyl)sulfanyl]carbonyl}-17-hydroxy-2;13;15-trimethyl-5-oxotetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadeca-3;6-dien-14-yl propanoate","[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C","NA","NA","HMDB0005036","NA","NA","NA","NA","HMDB"
"20504","104810","CE(18:1(11Z))","CE(18:1(11Z)) is a cholesterol fatty acid ester or simply a cholesterol ester (CE). Cholesterol esters are cholesterol molecules with long-chain fatty acids linked to the hydroxyl group. They are much less polar than free cholesterol and appear to be the preferred form for transport in plasma and fo","Ba(2+);Ba2+;BARIUM ion;Barium(2+);Ba;Cholesterol 1-(11Z-octadecenoic acid);Cholesteryl 1-(11Z-octadecenoic acid);1-Vaccenoyl-cholesterol;Cholesterol 1-vaccenoic acid;Cholesterol ester(18:1/0:0);Choles","651.0996","C45H78O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl (11Z)-octadec-11-enoate","CCCCCCC=C/CCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","C13881","HMDB0005189","NA","NA","NA","NA","HMDB"
"20505","53477794","CE(20:1(11Z))","CE(20:1(11Z)) is a cholesterol fatty acid ester or simply a cholesterol ester (CE). Cholesterol esters are cholesterol molecules with long-chain fatty acids linked to the hydroxyl group. They are much less polar than free cholesterol and appear to be the preferred form for transport in plasma and fo","1-(11-Eicosenoate;1-(11-Eicosenoic acid;1-(11-Eicosenoic acid);1-(11-Eicosenoyl)-cholesterol;1-Eicosenoyl-cholesterol;20:1 Cholesterol ester;20:1(11Z) Cholesterol ester;CE(20:1);CE(20:1/0:0);CE(20:1n9","679.1528","C47H82O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl (11Z)-icos-11-enoate","CCCCCCCCC=C/CCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","C02530","HMDB0005193","NA","NA","NA","NA","HMDB"
"20506","439451","beta-Cortol","beta-Cortol is a normal androgen metabolite present in adults. It has been found in the urine of infants as well. beta-Cortol is the 5beta enantiomer of beta-allocortol. beta-Cortol levels are significantly higher in premenopausal women with leiomyomas than in age-matched healthy premenopausal contr","b-Cortol;Β-cortol;(3alpha;5beta;11beta;20R) Pregnane-3;11;17;20;21-pentol;3alpha;11beta;17;20beta;21-Pentahydroxypregnane;5beta-Pregnan-3alpha;11beta;20;20beta;21-pentol;5beta-Pregnane-3alpha;11beta;1","368.5075","C21H36O5","(1S;2S;5R;7R;10S;11S;14R;15S;17S)-14-[(1R)-1;2-dihydroxyethyl]-2;15-dimethyltetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadecane-5;14;17-triol","[H][C@@]12CC[C@](O)([C@H](O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C","NA","C01235","HMDB0005821","NA","NA","NA","NA","HMDB"
